Implementation Matters in Deep RL: A Case Study on PPO and TRPO,"

Logan Engstrom
Andrew Ilyas
Shibani Santurkar
Dimitris Tsipras
Firdaus Janoos
Larry Rudolph
Aleksander Madry

","deep policy gradient methods
deep reinforcement learning
trpo
ppo",
Fast Task Inference with Variational Intrinsic Successor Features,"

Steven Hansen
Will Dabney
Andre Barreto
David Warde-Farley
Tom Van de Wiele
Volodymyr Mnih

","Reinforcement Learning
Variational Intrinsic Control
Successor Features","We introduce Variational Intrinsic Successor FeatuRes (VISR), a novel algorithm which learns controllable features that can be leveraged to provide fast task inference through the successor features framework."
Learning to Balance: Bayesian Meta-Learning for Imbalanced and Out-of-distribution Tasks,"

Hae Beom Lee
Hayeon Lee
Donghyun Na
Saehoon Kim
Minseop Park
Eunho Yang
Sung Ju Hwang

","meta-learning
few-shot learning
Bayesian neural network
variational inference
learning to learn
imbalanced and out-of-distribution tasks for few-shot learning","A novel meta-learning model that adaptively balances the effect of the meta-learning and task-specific learning, and also class-specific learning within each task."
RNA Secondary Structure Prediction By Learning Unrolled Algorithms,"

Xinshi Chen
Yu Li
Ramzan Umarov
Xin Gao
Le Song

","RNA secondary structure prediction
learning algorithm
deep architecture design
computational biology","A DL model for RNA secondary structure prediction, which uses an unrolled algorithm in the architecture to enforce constraints."
Watch the Unobserved: A Simple Approach to Parallelizing Monte Carlo Tree Search,"

Anji Liu
Jianshu Chen
Mingze Yu
Yu Zhai
Xuewen Zhou
Ji Liu

","parallel Monte Carlo Tree Search (MCTS)
Upper Confidence bound for Trees (UCT)
Reinforcement Learning (RL)",We developed an effective parallel UCT algorithm that achieves linear speedup and suffers negligible performance loss.
Target-Embedding Autoencoders for Supervised Representation Learning,"

Daniel Jarrett
Mihaela van der Schaar

","autoencoders
supervised learning
representation learning
target-embedding
label-embedding",
Reformer: The Efficient Transformer,"

Nikita Kitaev
Lukasz Kaiser
Anselm Levskaya

","attention
locality sensitive hashing
reversible layers",Efficient Transformer with locality-sensitive hashing and reversible layers
Rotation-invariant clustering of neuronal responses in primary visual cortex,"

Ivan Ustyuzhaninov
Santiago A. Cadena
Emmanouil Froudarakis
Paul G. Fahey
Edgar Y. Walker
Erick Cobos
Jacob Reimer
Fabian H. Sinz
Andreas S. Tolias
Matthias Bethge
Alexander S. Ecker

","computational neuroscience
neural system identification
functional cell types
deep learning
rotational equivariance",We classify mouse V1 neurons into putative functional cell types based on their representations in a CNN predicting neural responses
Causal Discovery with Reinforcement Learning,"

Shengyu Zhu
Ignavier Ng
Zhitang Chen

","causal discovery
structure learning
reinforcement learning
directed acyclic graph",We apply reinforcement learning to score-based causal discovery and achieve promising results on both synthetic and real datasets
Intrinsically Motivated Discovery of Diverse Patterns in Self-Organizing Systems,"

Chris Reinke
Mayalen Etcheverry
Pierre-Yves Oudeyer

","deep learning
unsupervised Learning
self-organization
game-of-life",We study how an unsupervised exploration and feature learning approach addresses efficiently a new problem: automatic discovery of diverse self-organized patterns in high-dim complex systems such as the game of life.
Restricting the Flow: Information Bottlenecks for Attribution,"

Karl Schulz
Leon Sixt
Federico Tombari
Tim Landgraf

","Attribution
Informational Bottleneck
Interpretable Machine Learning
Explainable AI",We apply the informational bottleneck concept to attribution.
Building Deep Equivariant Capsule Networks,"

Sai Raam Venkataraman
S. Balasubramanian
R. Raghunatha Sarma

","Capsule networks
equivariance","A new scalable, group-equivariant model for capsule networks that preserves compositionality under transformations, and is empirically more transformation-robust to older capsule network models."
A Generalized Training Approach for Multiagent Learning,"

Paul Muller
Shayegan Omidshafiei
Mark Rowland
Karl Tuyls
Julien Perolat
Siqi Liu
Daniel Hennes
Luke Marris
Marc Lanctot
Edward Hughes
Zhe Wang
Guy Lever
Nicolas Heess
Thore Graepel
Remi Munos

","multiagent learning
game theory
training
games",
High Fidelity Speech Synthesis with Adversarial Networks,"

Mikołaj Bińkowski
Jeff Donahue
Sander Dieleman
Aidan Clark
Erich Elsen
Norman Casagrande
Luis C. Cobo
Karen Simonyan

","texttospeech
speechsynthesis
audiosynthesis
gans
generativeadversarialnetworks
implicitgenerativemodels","We introduce GAN-TTS, a Generative Adversarial Network for Text-to-Speech, which achieves Mean Opinion Score (MOS) 4.2."
SEED RL: Scalable and Efficient Deep-RL with Accelerated Central Inference,"

Lasse Espeholt
Raphaël Marinier
Piotr Stanczyk
Ke Wang
Marcin Michalski‎

","machine learning
reinforcement learning
scalability
distributed
DeepMind Lab
ALE
Atari-57
Google Research Football","SEED RL, a scalable and efficient deep reinforcement learning agent with accelerated central inference. State of the art results, reduces cost and can process millions of frames per second. "
Meta-Learning with Warped Gradient Descent,"

Sebastian Flennerhag
Andrei A. Rusu
Razvan Pascanu
Francesco Visin
Hujun Yin
Raia Hadsell

","meta-learning
transfer learning","We propose a novel framework for meta-learning a gradient-based update rule that scales to beyond few-shot learning and is applicable to any form of learning, including continual learning."
Convolutional Conditional Neural Processes,"

Jonathan Gordon
Wessel P. Bruinsma
Andrew Y. K. Foong
James Requeima
Yann Dubois
Richard E. Turner

","Neural Processes
Deep Sets
Translation Equivariance",We extend deep sets to functional embeddings and Neural Processes to include translation equivariant members
Gradient Descent Maximizes the Margin of Homogeneous Neural Networks,"

Kaifeng Lyu
Jian Li

","margin
homogeneous
gradient descent",We study the implicit bias of gradient descent and prove under a minimal set of assumptions that the parameter direction of homogeneous models converges to KKT points of a natural margin maximization problem.
Adversarial Training and Provable Defenses: Bridging the Gap,"

Mislav Balunovic
Martin Vechev

","adversarial examples
adversarial training
provable defense
convex relaxations
deep learning",We propose a novel combination of adversarial training and provable defenses which produces a model with state-of-the-art accuracy and certified robustness on CIFAR-10. 
Differentiable Reasoning over a Virtual Knowledge Base,"

Bhuwan Dhingra
Manzil Zaheer
Vidhisha Balachandran
Graham Neubig
Ruslan Salakhutdinov
William W. Cohen

","Question Answering
Multi-Hop QA
Deep Learning
Knowledge Bases
Information Extraction
Data Structures for QA",Differentiable multi-hop access to a textual knowledge base of indexed contextual representations
Federated Learning with Matched Averaging,"

Hongyi Wang
Mikhail Yurochkin
Yuekai Sun
Dimitris Papailiopoulos
Yasaman Khazaeni

",federated learning,Communication efficient federated learning with layer-wise matching
